archive	archive_member	tracked_path	archive_member_sha256	tracked_sha256
ECM_DOCS_DEV.zip	DGO_Targets_Platform/document-portal/portal.css	document-portal/portal.css	9bd97dc79b3861ffa700769c98fc7bcdb28e0f8cd177c0bba5a8e7f740a959fb	462efd032819cfffe07582175509b71df8513b139bb7919d896926f9d29d1420
ECM_DOCS_DEV.zip	DGO_Targets_Platform/document-portal/submit.html	document-portal/submit.html	4515750f25b24dcb8d93fa4cd34601e3234cd37645a841c044b078ddb07a72ae	d1d1cf5e2f5b45a54d656c98b626d9e2a94e5e55d192b2fe9925e193af466ee5
ECM_DOCS_DEV.zip	DGO_Targets_Platform/document-portal/support.html	document-portal/support.html	7b79cd174b2ee9949a447914ae357e7f278191b17d40cf0130a3faf216bbbc0e	0d2855d039f58fbf428bc104be764a8843a270014b2202663ce2b6fc07c0a00c
ECM_DOCS_DEV.zip	DGO_Targets_Platform/document-portal/sw.js	document-portal/sw.js	792734ad696a2ee1b4d99256c241c996e9772b1191b49f34bda3960a7281b66c	1eb14154403999243f9c0605b26b216fe0b64d2fbfe3d1607bfac4836a349147
ECM_DOCS_DEV.zip	DGO_Targets_Platform/document-portal/track.html	document-portal/track.html	c3c62cbc299426661adcf8b88b7440e1fe2dcaeccefcafe641722b6a63f3c490	b957f03c81c0d80f30b366c9fec07d5ea7b0f7f655ae4b0ca64587ba1fd5e160
ECM_DOCS_DEV.zip	DGO_Targets_Platform/index.html	index.html	ccab888b5824fad85b638149a022490af3b92571aa2c90f1a3a2140142d816c2	5c1f55d88c3cfcca4cec5f0dc7a864776c68a2314b26c4f91e91cc81c2db51b1
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/acknowledgment.js	modules/acknowledgment.js	d571400e8bb81b7c44eac741d1a4def1e11a72c023e4460ceb095fec5aa673e7	cd991b9a2f4267e0d35a204b07e86dc36885098b45316d0877b7425bc59383ad
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/activities.js	modules/activities.js	94c6eca45e9c54a116246a75b6eba993607f21c866224634cd5a8921a1ed24c3	1da771780127eead422095a631b986482240086d238b18ef73db8ac4c60f4c4e
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/archive.js	modules/archive.js	80def1fbc99735d15d1681f19fb4980aabc12528d6635967c6d19e7d7e0cd111	66d83d4f8fb9ffefc685e2c70526b7e3baf1a633c4ea407a532428edfdaf8035
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/assistant.js	modules/assistant.js	5c43d0286245dbbd0ec009476d4ec8d7ff5e2e1314c5c0effd69a8e56c9d298c	7dd959098568f10eb56287c336cd7dc983ebf987846766c5fbc5576e586272a2
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/correspondence-email.js	modules/correspondence-email.js	78a2972d507a156144c382996863904a5c328188629a2169fbaa5cda7089c600	4895ceb45574e2384705f08a876f007b393a59589fd194456e76c9fe2073f69e
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/correspondence.js	modules/correspondence.js	ecd61a06ed3e0f49d55452f6034b418a1682227d85b93d16397c9138957f9b52	8693e77fc4b37a0b4e1cf45ecdc3ee6e4d5d824b6326cc02261ae727051d9701
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/diagnostics.js	modules/diagnostics.js	5893e3ffe607d0ca1ae6935f83c31e197a67109756f9e47fea54aa788a0439ff	816443d828b055a78629fd8df20330976774e77a19cc7a91f62ce1541837a5da
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/executive.js	modules/executive.js	8196bd41fb156015ac5f1d5c7773f3e9fd8b36f9c70fdcabc1569c2fd7219d1c	ac810c3ca360375e701eb01ce5fea6a46f0525e3bb05724491d440802b7a32b4
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/fasttrack.js	modules/fasttrack.js	c7e4bc273d8f9d4004155ca6e5e0cd2b9bff6a4449b4052514b093bb3f75b9f7	c54fb950b5d6517a6af5a0831a6e384f9b42e9d9502fe481bd19f3152e100f4a
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/lookup.js	modules/lookup.js	911f1f2aca0f64b21e225669200d051e74d39fadb86dd43a1a5900de77b12f7b	4bd6426bce31c2752424377ac075f7dbb2367ef99309d10d2899919f3dc83ba4
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/orchestrator.js	modules/orchestrator.js	afb8c6a8f15ac59b09c464f61fed0db1dee69fad46cebec19caf4982e7017f38	f12697089d7abe704c57b7dab0a050f8049735b63105ce89ca9b1e9fc322912e
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/registry.js	modules/registry.js	ee004fad17b590e920043b8574c3e1b90650a82cca5bf08ebc149f6d6803e4ee	4538e2626f9b632094c92b2674a3dcfbfbdf6d91a2b98a13cc7cbdc9ed9e16ba
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/reports.js	modules/reports.js	e37055ad42175ff759e05c575ae853b8afd3f95547ea039ac6b1b46ea0c283ee	2fc16936d06e6f3b907c2ca472d4b6ce74131fad7ddc08787a0e5a0463751059
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/response-tracking.js	modules/response-tracking.js	64aec1ca77a81070e99586b6c8739c2cf91bb3727b148232e6ba6ab98f5ad5b4	5a028e42efee7445578cd4013707789f6023ec28f27bd8ff796368cd16418fa6
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/settings.js	modules/settings.js	a905a4195b300a5384b23e0befecaecab75dbb9b2cec9e8c79f206fa00a66cb4	9db383c9fe11925136badac8195f6ba536b038b0e8766bac9b6a01d2ab7a8f6b
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/statistics.js	modules/statistics.js	7c3e4c5ae5082fed325105b4b5bd36799500e5bed1fc982950cd0cd70d729cb1	74ef2cade191ee25b71c107ac0f6b75a8779d3740c506386a7791255ddbe7cfc
ECM_DOCS_DEV.zip	DGO_Targets_Platform/modules/user-admin.js	modules/user-admin.js	29aa053ca77912b2e79ce9bd2329f313f5a10ff375abbf40f614b58db2639b7d	ac9caac6778a1e0d1134d5a2688f8c4c3630519cc57bcb2f110474e0b6a11d46
ECM_DOCS_DEV.zip	DGO_Targets_Platform/package.json	package.json	d54e4efc20f11e768cbdd2ee657308e6c8ee6e60e94255e67b89a282bd3071b4	a3189038e182edea9010a64f5b3fc1b2c0fb01628d6be8e66666db51c70b5275
ECM_DOCS_DEV.zip	DGO_Targets_Platform/playwright.config.js	playwright.config.js	64926a1bb95d992c910dcbea93989517d573a17e37777a5786049b836f9899d2	1ae1b26455d958a8db2d024c5253bf04375b1fe7a18ba15ae77babc62e80f3da
ECM_DOCS_DEV.zip	DGO_Targets_Platform/scripts/check-links.mjs	scripts/check-links.mjs	0564126c26e08510b7e500dde3d98c856ef6f0f19745132002b070f393394978	cf93ee4047f7095db1c68e7c45c7f2cd710136e8644fb13ba9dd0bcd9892378f
ECM_DOCS_DEV.zip	DGO_Targets_Platform/shared/design-system-adapter.js	shared/design-system-adapter.js	62a2fbd52c9f46e02ec6f55ec1936a788acb328c6acdfb1a0ab159c5f9dd0452	af932169e88d1f99000d38adfa6d1fe3425784378d9c531cc6f1be844be4469c
ECM_DOCS_DEV.zip	DGO_Targets_Platform/shared/figma-uiux-runtime.js	shared/figma-uiux-runtime.js	ffa3aa8164bb80a40285549fa16520c949091aec1b0eb779c50d29701250caf4	9e0e0338c749af2fc00d53d7b7bbb061cf06ee5ae002892d1ab6b68d7953ac31
ECM_DOCS_DEV.zip	DGO_Targets_Platform/shared/welcome-runtime.js	shared/welcome-runtime.js	0861180804a81ec26a63341b1e99823ea78d191f147490e54eb6e361bcb300ea	fd7764c36fc915ebf968a2a397a84ffb5f4037a0a5f372bbf5719d8c95534a82
ECM_DOCS_DEV.zip	DGO_Targets_Platform/styles/app.css	styles/app.css	21b528eba4863d09b87953f9e26e203c05cb1eaea8888597df3b21907a143db9	c66af937c1e0862965adf856187faf9736952b89eba7e3373e058b393525e446
ECM_DOCS_DEV.zip	DGO_Targets_Platform/styles/dgo-design-system/components.css	styles/dgo-design-system/components.css	1b96d95a0ac6a1c4a243d0ca525360ec5d45f17bf345989568dfca86891e52b0	cf732ecd2f7a5ad2285caac5d9d98e0eb1bd770ae516277fe17667e312bbc90e
ECM_DOCS_DEV.zip	DGO_Targets_References/newack/ack.html	newack/ack.html	e5927c6b936550640584285fd121bb9e141dd09935d0cc76e471ddca85998938	30a96c6a27ca8f0a8dd8cc0796ab6d0a62eac6d9197d060f2ebf11ee76c24694
ECM_DOCS_DEV.zip	DGO_Targets_References/newack/email.html	newack/email.html	3fd2947cc54e10f0c080c99a2d985351bdb3f519ed99ffe5d338668c212b0954	d8dcf53a4e5b6739621dd9af29dabdd9aa0c9f199224bcd6eddc0d145e42fcc3
ECM_DOCS_DEV.zip	DGO_Targets_References/newack/index.html	newack/index.html	562bc28bac38f8abada4042f47ab4abff165c129b53e33862db6d556f7b8c131	190859019b0664f524ac6f226cf24675d670a35649abedf009cf97789eae2580
